,rating,review
"('The Himalayan Treasure, Flavor of Asia', '231')",5.0,"Super jedzenie W niedzielę bufet all you can eat 50 zł/osoba. Bardzo smaczne jedzenie. W cenie zupa, 2 rodzaje kurczaka, danie wegetariańskie, ziemniaki albo frytki i deser. "
"('The Himalayan Treasure, Flavor of Asia', '30')",3.0,"Jest ok Jadłam już lepszą indyjską kuchnię, ale nie jest najgorzej. Chyba nie trafiłam z daniem, bo było bardzo słodkie, nieprzypominające smaków Indii. Smażone krewetki na przystawkę bardzo małe, nie jestem ekspertem w tej dziedzinie, ale niewiele różniły się smakiem od kurczaka. Ryż ok, ale nie jest wliczony w cenę dania, tylko trzeba zamawiać dodatkowo. Szału nie było."
"('The Himalayan Treasure, Flavor of Asia', '36')",5.0,"5 Poleca ta restauracjeJedzenia pyszne 
Obsługa na najwyższym poziomie 
Ogródek super
Cena bardzo dobra
Nazar"
"('The Himalayan Treasure, Flavor of Asia', '37')",5.0,"Trzymają poziom! Od czasu mojej pierwszej wizyty, minęły prawie 2 lata. Wybrałem się ponownie, bo widziałem, że oceny nadal są wysokie i chciałem się przekonać, czy rzeczywiście jest tak jak ludzie piszą. Pierwsze co zauważyłem, to zmiana wystroju. Jak dla mnie na plus. Jest teraz więcej hinduskich akcentów co nadaje fajnego klimatu. Obsługa w większości ta sama co na początku, nadal super profesjonalna i miła. Tym razem byłem ze znajomymi, którzy pierwszy raz próbowali indyjskiego jedzenia, ale kelner chętnie i trafnie pomógł im w wyborze odpowiedniego dania. Co do samego jedzenia, to nadal równie smakowite, a chlebki naan to coś cudownego. Butter chicken najlepszy jaki jadłem w życiu! Porcje słusznej wielkości, ceny przystępne. Druga wizyta po dłuższym czasie zakończona równie miłym odczuciem, jak za pierwszym razem. Naprawdę polecam! Wrócimy na pewno :)"
"('The Himalayan Treasure, Flavor of Asia', '39')",5.0,"Boskie jedzenie! Przepyszna kuchnia o ciekawym i bogatym smaku, zdecydowanie warta polecania dla osób chcących spróbować niecodziennych smaków. Przemiła obsługa, super podanie, pożywna ilość, a smak jedzenia - niebo w gębie!"
"('The Himalayan Treasure, Flavor of Asia', '41')",5.0,Mega kozackie jedzenie Do tej pory nie byliśmy w tak dobrej knajpce. Jedzenie wyśmienite i na pewno warto przyjść i zjeść. Wyszlismy z usmiechem na twarzy i wrażeniem niesamowitym. 
"('The Himalayan Treasure, Flavor of Asia', '44')",3.0,"Dobra kuchnia, ale nierówna Przy obecnym wysypie hinduskich restauracji w Krakowie, Himalayan nie wyróżnia się szczególnie. Byłem ciekaw głównie dań nepalskich, ale spróbowaliśmy też innych pozycji z menu. Niektóre są bardzo dobre, niektóre średnie. Fajny lokal z potencjałem, ale można by popracować np. nad jakością niektórych składników."
"('The Himalayan Treasure, Flavor of Asia', '48')",5.0,"Przepyszne jedzenie!  Przepyszna samosa z kurczakiem, do tego dwa ciekawe sosy. Chilli paneer było najlepszym daniem z paneer, jakie kiedykolwiek jadłam, definitywnie będę wracać. Butter lamb mocno anyzowy, ale również bardzo, bardzo pyszny. Polecam! Na pewno odwiedzę jeszcze nie raz! "
"('The Himalayan Treasure, Flavor of Asia', '53')",3.0,"Rozczarowanie.. Kochając kuchnie Indyjską i widząc, że Himalayan Treasure jest na 1 miejscu TA postanowiliśmy zjeść kilka dań.
Himalayan Special (salad) - 1/5 - wielkie rozczarowanie. Bardzo grubo pokrojona czerwona cebula i zielony ogórek, kilka pomidorów, parę kawałków kurczaka i znikome ilości sosu. Kurczak ok ale cale danie to cebula cebula cebula...bleh...nie wiem kto to wymyślił...
Chicken jaalfraji - 4/5 - aromatyczne, smaczne, lekko pikantne. Bardzo dobre danie ale nie nadzwyczajne...
Chicken Chilli - 3/5 - mała porcja, kurczak i papryka smaczne, mało sosu... Mimo zapewnień, ze danie jest ostre jak na europejskie standardy poziom ostrości oceniam na absolutnie łagodny.
Lemon rice - dobry ale nic nadzwyczajnego...
Garlic/coriander naan  - dobry ale jadałem dużo lepsze.

Podsumowując - żałujemy, że nie zamówiliśmy ""zwyczajnego"" vindaloo albo tikka masala i zupy z soczewicy żeby móc w pełni ocenić Indyjską stronę restauracji. Ta Himalajska nas bardzo rozczarowała...
Taste/Gate of India daleko z przodu i zdecydowanie nr 1 w Krakowie."
"('The Himalayan Treasure, Flavor of Asia', '61')",5.0,"Pyszna romantyczna kolacja z rajem dla podniebienia. Poezja smaków. Perfekcyjne. Przepysznie. Na pewno wrócę, czysto, schludnie, miła obsługa, ale przede wszystkim raj dla podniebienia. Jedyne co można by tam zmienić, to wino domowe (słabe bylo) i wzbogacić ofertę piw."
"('The Himalayan Treasure, Flavor of Asia', '64')",5.0,"Smak Azji! Smak Azji! Cudowne indyjskie jedzenie, dużo przypraw, bardzo intensywne smaki, genialny ryż oraz chlebki naan! Wchodządo restauracji od razu czuje się smaki"
"('The Himalayan Treasure, Flavor of Asia', '66')",4.0,"Bardzo dobra restauracja indyjska ale czy najlepsza? Bez dwóch zdań miejsce to ma największy wybór dań z kuchni tybetańskiej, indyjskiej w jakim byłem. Jedzenie jest smaczne ale chyba zdarzyło mi się zjeść ciut lepiej w Krakowie. Restauracja na ul. Krakowskiej (już nie istniejąca) urywała d....ę. Tu jest ""tylko"" bardzo dobrze. Zwłaszcza chlebki naan wydawały mi się ciut za suche. Jedzenie smaczne. Zupa z mango. Stanowczo za słodka. Jak w każdej kuchni są dania lepsze i gorsze. Tak jest i tutaj. Ceny są OK. Porcje...standardowe...jak na tą kuchnię. Nie zbyt duże. Chcesz pojeść - idź na mega kebaba. Obsługa na poziomie. Ukraiński chłopak ma wiedzę. Widać że jadł to o czym mówi. Kucharze i właściciele Hindu...pilnują interesu jak należy. Godne polecenia miejsce na więcej niż jeden raz."
"('The Himalayan Treasure, Flavor of Asia', '68')",5.0,"Świetna restauracja Moim zdaniem najlepsza restauracja indyjska w jakiej byłem. Świetne jedzenie, fachową i mila obsługa. Polecam na wypad z rodziną jak i na biznesowe spotkanie naprawdę warto. Dla osób które chcą skosztować tej nietypowej kuchni polecam szczerze napewno się nie zawiedziecie. "
"('The Himalayan Treasure, Flavor of Asia', '72')",4.0,"Bardzo smaczne jedzenie Zamowiliśmy 2 danie głównych, przekąski (hinduskie pierogi),  wino, palenicy (chleb) lemoniade oraz deser, wszystko było bardzo pyszne i szybko podane, łącznie  250 zl (wino 110zl). Obsługa  bardzo kulturalna oraz świetnie doradzili nam z wyborem dań. Wystrój nic specjalnego, bardzo skromnie ale czysto i przyjemnie. JEŚLI ZALEŻY WAM NA DOBRYM SMAKU ORAZ ŚWIETNEJ OBSŁUDZE TO ZDECYDOWANIE BĘDZIE DOBRY WYBÓR! POLECAM ;) "
"('The Himalayan Treasure, Flavor of Asia', '77')",5.0,"Rewelacja!!! Bez wątpienia jedna z najlepszych, jak nie najlepsza restauracja w Krakowie. Bardzo profesjonalna i mila obsluga, a jedzenie wprost wyborne!! Polecam zupe z żółtej soczewicy i salatka Himalajska!! Pychota!! Ceny bardzo przystepne, na kazda kieszeń Polecam z calego serca!!"
"('The Himalayan Treasure, Flavor of Asia', '81')",5.0,"Super miejsce, najlepsza restauracja Super miejsce, najlepsza restauracja w Krakowie 🥘🥘🥘
Przemiły kelner, na życzenie doprawiają na ostro 🌶🌶🌶"
"('The Himalayan Treasure, Flavor of Asia', '85')",5.0,"bardzo dobra kuchnia Kolacja spędzona w większej grupie, dlatego też miałem okazję spróbować więcej potraw niż tylko jedna, jedzenie bardzo smaczne, polecam wszystkim którzy nie są przekonani do tego typu kuchni bo po kolacji tutaj można zmienić zdanie. Ja osobiście, zawsze jeżeli jestem w indyjskiej restauracji staram się spróbować kurczaka tikka masala, tutaj spełnił moje oczekiwania."
"('The Himalayan Treasure, Flavor of Asia', '87')",4.0,"Dobre indyjskie i nepalskie jedzenie. Wszystko ok. Próbowałam pierwszy raz nepalskiej kuchni - pierożków z kapustą i ziemniakami i były całkiem smaczne. Mąż wziął tradycyjnie Chicken Tikkę Masalę i również był zadowolony. Przystawki tj. samosy i czipsy z soczewicy i butter naany tez smaczne. Lokal malutki, obsługa miła, wystrój taki sam jak we wszystkich indyjskich restauracjach. Ceny umiarkowane. Ogólnie polecam."
"('The Himalayan Treasure, Flavor of Asia', '91')",4.0,"Pyszne jedzenie i indyjskie wino To miejsce okazało się dużym zaskoczeniem. Małe i niepozorne. Byliśmy akurat obok i głodni. I co to było za odkrycie!
Ogromny wybór potraw od himalajskich momo po kokosowe curry z krewetkami. Wszystko pyszne! A do tego wybór niezłych indyjskich win.
Śmiało proście o ostre smaki, bo zdecydowanie oszczędzają tam europejskie podniebienia ;)
Jedynym minusem jest wystrój - mało klimatyczny. Meble mogłyby być użyte w dowolnej stołówce i by pasowały, więc może niekoniecznie jest to miejsce na super randkę czy biznesowe spotkanie."
"('The Himalayan Treasure, Flavor of Asia', '93')",5.0,"Fantastyczne, przepyszne, zdecydowanie godne polecenia Wielokrotnie byłam w tej restauracji zarówno z rodziną jak i znajomymi. Dla każdego znajdzie się coś pysznego ze względu na menu również wegetariańskie. Fantastyczna obsługa, którą skupia się na potrzebach klienta, zawsze doradzi ale nie jest nachalna oraz przemiły i uczynny właściciel. Dania na prawdę znakomite - szczególnie samosy, paneer przyrządzony na różne sposoby, pierożki momo oraz klasycznie butter chicken czy specjalność miejsca czyli Himalayan Treasure. W Krakowie jest wiele miejsc z kuchnią indyjską, tutaj jednak można dodatkowo spróbować smaków nepalskich. Uważam że jest to najlepsza restauracja tego typu w tym mieście. Gorąco polecam."
"('The Masala Roll Factory', '15')",3.0,"Przeciętne, śrdnie Jadłam tam juz 3 raz, no i niestety musze stwierdzić ze zaraz po otwarciu jak tako smaokowało, ale kolejne 2 razy już nie bardzo, po pierwsze długi czas oczekiwania jak na fast-fooda po drugie porcje za każdym razem sie zmniejszały i zamawiamłam łagodne a niestety było ostre. Poza tym jakieś takie mdłe to było, za pierwszym razem fajnie było coś spróbować nowego, ale nie jest to jedzenie do którego sie wraca"
"('The Masala Roll Factory', '2')",4.0,Bardzo dobre indyjskie nalesniki Bardzo dobre indyjskie nalesniki z fantastycznym nadzieniem. Kolejny punkt na mapie szybkiego dobrego jedzenia w Krakowie.
"('The Masala Roll Factory', '6')",5.0,"Szybkie i pyszne Bardzo miła obsługa i pyszne jedzenie. Dodatkowo lokal wygląda pięknie!
Jeśli ktoś jest z Łodzi i zwykle bierze ostre rzeczy, to radzę wziąć łagodniejszy :)"
"('The Olive', '0')",4.0,"Dobra hotelowa restauracja  Karta ciekawa, sporo lokalnych dań. Tym razem padło na tatar z łososia (niestety smak średni) oraz pyszną pastę z krewetkami. Deser zdecydowanie za słodki. Mimo wszystko kolacje oceniam wysoko. W karcie win sporo ciekawych pozycji, ceny od niskich do bardzo wysokich, na pewno każdy znajdzie coś dla siebie."
"('The Spaghetti', '1')",4.0,"Obiad w Krakowie  Samo jedzenie smaczne. Czas oczekiwania krótki, miła obsługa, to zdecydowanie na plus. Zawiodła mnie jedynie wielkość porcji, na ile moja dziewczyna się nią zadowoliła to ja pozostałem głodny. "
"('The Spaghetti', '10')",4.0,"Pysznie! Carbonara i makaron z łososiem wymiatają! Makaron ugotowany al dente, sosy idealne. Miejsce warte polecenia jeśli chodzi o 9breb starego rynku"
"('The Spaghetti', '129')",5.0,"Zawsze dobry wybór  Przy każdej wizycie w Krakowie wybieram the spaghetti, jeszcze nigdy mnie nie zawiedli. Super obsługa, pyszna pizza i makarony. Przystępne ceny. W środku piękne wnętrze, jestem zakochana."
"('The Spaghetti', '13')",5.0,"Idealne miejsce na romantyczną kolację Cudowna atmosfera, świetne widoki i wyśmienite makarony. Oprócz tego bardzo sympatyczna i pomocna obsługa:)"
"('The Spaghetti', '14')",5.0,Najlepsze nie rozwodnione Najlepsze nie rozwodnione Cosmopolitan jakie piłam w restauracji. Świetna pizza każda . fantastyczne ciasto do pizzy.
"('The Spaghetti', '15')",4.0,"Całkiem fajnie Wpadliśmy na deser i drinka. Nie zawiedliśmy się. Ciasta pyszne, ciekawie podane. Negroni mocne i wyraziste. A do tego jeszcze fajny widok na Sukiennice skąpane w zachodzącym słońcu. Polecam 😉"
"('The Spaghetti', '157')",5.0,"Kolacja Ciekawy wystrój, bardzo miła obsługa. Genialny pieczony łosoś z pure z pieczonego kalafiora ze szparagami. Bardzo krótki czas oczekiwania na potrawy.Prawdziwa włoska kuchnia. Polecam!"
"('The Spaghetti', '17')",1.0,"Zostalysmy obgadane przez obsługę. Byłam wczoraj z koleżanką na obiedzie. Po długim dniu zależało nam, aby zjeść smaczny makaron. Po raz pierwszy wybrałysmy ta restauracje i bardzo pozalowalysmy. Makaron z łososiem szpinakiem i serem to tak na prawdę 1/3 porcji makaronu 4 listki szpinaku i 3 kosteczki łososia bez użycia przypraw w cenie 36 zł!!! Trzeba było prosić o sól pieprz oraz oliwę a nawet to nie pomogło niestety. Po zwróceniu uwagi obsłudze na temat wielkości oraz smaku dania, wraz z koleżanką zostalysmy do samego końca obdarowywane złośliwymi spojrzeniami, kiwano na nas głowa, szeptano i pokazywano w naszym kierunku. Kieliszek wina w ramach rekompensaty wypity na szybko, byle by uciec przed obsługą która nas obgadywala i krzywo na nas patrzyła. 
Dodam że 9 lat pracuję w gastronomii i wiem jak to jest gdy gość zgłosi complain - goście widzą gdy się ich obgaduje :)
Polecam kelnerka przemyślec swoje zachowanie!"
"('The Spaghetti', '174')",5.0,"Prawdziwa włoska pizza i makarony Jedno z lepszych miejsc w Krakowie z włoską pizzą i makaronami. Krótki czas oczekiwania na danie, ceny bardzo przystępne. Piwnica klimatyczna, idealna na kolacje we dwoje. Jedynym minusem jest brak menu dla dzieci. "
"('The Spaghetti', '175')",5.0,"Smaczna pizza. Dobra obsługa.  Kolacja rodzinna dla 5 osób. Rotki czas oczekiwania na stolik w ogródku. Bardzo smaczna pizza. Mila, Sprawna, szybka obsługa. Polecam. "
"('The Spaghetti', '18')",5.0,"Kolejna wizyta Byliśmy dziś drugi raz i się nie zawiedliśmy. Choć szkoda, że nie ma już w menu spaghetti z fasolką szparagowa/szparagami (?). Miła obsługa, kelner profesjonalny, dbał o każdy szczegół, ale nie był przy tym nachalny. Plus za możliwość wejścia na ogródek z pieskiem i miseczkę z wodą :-) polecamy 😊"
"('The Spaghetti', '19')",5.0,"Włoska kuchnia w sercu Krakowa! Przytulny ogródek w świetnej lokalizacji zachęcił nas do konsumpcji. Bardzo uprzejme kelnerki z uśmiechem od ucha do ucha.
Pizze i focaccie świetne, lemoniady również! Z przyjemnością wrócimy tu ponownie! Polecam!!!"
"('The Spaghetti', '193')",1.0,"dobre jedzenie vs okropna obsługa Jedzenie zostało dosyć szybko i smacznie przygotowane, natomiast mega rozczarowała mnie obsługa restauracji. Pani manager zdecydowanie musi popracować nad formą rozmowy z klientem i ulepszyć swoje umiejętności w zakresie profesjonalnego zachowania z gośćmi restauracji."
"('The Spaghetti', '196')",5.0,"Bardzo dobre jedzenie, super obsługa  Bardzo dobre jedzenie, miska z wodą dla pieska została podana od razu co jest rzadkością.  Obsługiwał nas pan Piotr N. - bardzo miła i profesjonalna obsługa. Siedzieliśmy na ogródku, który jest bardzo przytulny, natomiast wystrój w środku zapiera dech w piersiach - przytulnie, ładnie, z klasą. Zachęcam wszystkich do odwiedzenia restauracji. Na pewno podczas następnej wizyty w Krakowie wrócimy do tego miejsca."
"('The Spaghetti', '208')",4.0,"Bardzo dobre miejsce na kolacje.  Wybraliśmy się z żoną do restauracji w niedzielny wieczór na kolacje. O dziwo było miejsce. Ja zamówiłem bruschette z szynka parmeńską oraz pizze tree salame. Żona z kolei sałatkę z kurczakiem. Same dania były bardzo dobre, szczególnie pizza, jednak obsługa widać była już mocno zmęczona nazwałem pracy stąd ocena bardzo dobrze zamiast doskonale. "
"('The Spaghetti', '210')",4.0,"Smacznie Byliśmy na kolacji kończącej nasz pobyt w Krakowie, zamówiliśmy pizzę 4 sery, spaghetti po bolońsku oraz tagiatelle z kurczakiem, szpinakiem i suszonymi pomidorami. Pizza 4 sery niespecjalnie smakowała naszej córce, która ją uwielbia (mówiła, że zbyt tłusta) jednakże dla mnie było ok, smak był wyrazisty, ciasto cienkie. Starsza córka jadła spaghetti po bolońsku i też nie do końca jej smakowało, makaron był lekko twardawy, a sos nie do końca go oblepiał, jakby został na dnie talerza. Nam z mężem smakowało, na koniec rewelacyjne tagiatelle z kurczakiem i suszonymi pomidorami, oboje z mężem uznaliśmy to za bardzo pyszne danie. Cenowo porównywalnie do innych restauracji w Krakowie, jednakże biorąc pod uwagę ceny napoi to trzeba przygotować się na wydatek 9 zł za butelkę napoju o poj. 200 ml. Dla mnie smacznie :)"
"('The Spaghetti', '23')",5.0,Polecam z czystym sercem. Pyszna kuchnia włoska! Fantastyczne miejsce z włoska kuchnia i pysznym winem! Byliśmy we dwoje w ustronnym miejscu. Kelner dopasował nam wino do dań i wszystko współgrało. Świetnie spędzony czas.
"('The Spaghetti', '232')",5.0,Kolacja i deser Zamówiłam lasagne bolognese. Nigdzie nie jadłam pyszniejszej. A panna cotta bardzo delikatna. Jedzenie pyszne. Wyszłam zadowolona i najedzona.
"('The Spaghetti', '235')",4.0,"Przyjemne miejsce na rynku Restauracja w środku bardzo ładna, ogródek letni na rynku. Moja pizza była bardzo dobra. Uwagę mam tylko do obsługi, bo była troszkę niezorganizowana. Dziewczyna, która mnie obsługiwała była bardzo nieśmiała, pomyliła napoje, widać że niedoświadczona ale wszystkiego można się nauczyć i każdemu trzeba dać szansę. Ogólnie bardzo fajne miejsce na rynku, bardzo polecam."
"('The Spaghetti', '244')",5.0,"poczuj klimat Rynku warto przysiąść na dobry deser i kawę podczas spaceru/zwiedzania Krakowa.
Szczególnie polecam tiramisu - efekt wow podania murowany :)"
"('The Spaghetti', '252')",3.0,"Bardzo się zawiodłam! Niedawno razem ze znajomymi odwiedziłam restaurację ""The Spaghetti”.
Zamówiłam spaghetti bolognese, a moi znajomi pizzę.
Makaron był twardy i niesmaczny, a sos zbyt ostry. Do tego obsługa była bardzo nieuprzejma i niezbyt pomocna. Bardzo się zawiodłam, ponieważ restauracja ta, ma bardzo dobre opinie. 
Porównując z tym co tu serwują nazwa placówki- „The Spaghetti” - jest absurdalna!"
"('The Spaghetti', '255')",5.0,"Bardzo dobre jedzenie za niską cenę. Bogate menu, pyszne jedzenie i uśmiechnięta obsługa. To wszystko w ogródku z widokiem na Rynek. Nic więcej nie potrzeba :)"
"('The Spaghetti', '258')",5.0,Polecam Pyszne krewetki pizza 4 sery i makaron z boczniakam. Dużo ludzi ale obsługa daje rade chwilę trzeba czekać ale to nie fast food tylko porządna restauracja. 
"('The Spaghetti', '262')",3.0,"Nie wszystko jest jak powinno być...  Lokal odwiedziliśmy już kolejny raz, tym razem wybór padł na spagetti bolonese oraz lazanie, niestety jak okazało był to zły wybór.  Tak jak poprzednio do obsługi nie można mieć uwag to do wybranych potraw już tak. W obu potrawach jak się można domyślać był ten sam mięsny farsz i niestety w obu przypadkach ocena nie jest zadowalająca: znalazło się wiele elementów, które nie powinny tam trafić (złe przygotowanie mięsa do mielenia, wiele chrząstek), dodatkowo mięso było czuć, że posiada w sobie wiele tłuszczu (zapewne kolejny raz złe przygotowanie mięsa do mielenia). Jeśli chodzi o sam sos pomidorowy makaron to było jak trzeba, co do lazanii to wierzchnia warstwa niemal nie do po krojenia. Z tego tytułu odejmuję dwie gwiazdki...  Proszę popracować nad powyższymi elementami potraw. 

We visited the place once again, this time the choice fell on spaghetti bolonese and lasagna, unfortunately, as it turned out, it was a bad choice. As before, you can not have any comments to the service, so to the selected dishes already so. In both dishes, as you can guess the same meat stuffing and unfortunately in both cases the evaluation is not satisfactory: there were many elements that should not be placed there (bad preparation of meat for milling, many cartilage), in addition, the meat felt that it has a lot of fat (probably once again bad preparation of meat for milling). As for the tomato pasta sauce itself, it was as it should be, as for lasagna it was the top layer almost impossible to cut. I deduct two stars from this title.... Please work on the above elements of dishes.
"
"('The Spaghetti', '270')",4.0,"Pyszne Bardzo fajny przestronny lokal z możliwością stolików na płycie rynku głównego. Ponadto jedzenie w stylu włoskim jak wskazuje nazwa. Jedzenie smaczne, porcje w sam raz. Ceny do zaakceptowania. Obsługa miła i pomocna. Polecam. "
"('The Spaghetti', '277')",4.0,"Świetne makarony  Wraz z kumplem z pracy chcieliśmy spróbować co ciekawego zaoferuje nam popularne The Spaghetti.

Nie zawiedliśmy się...
Wnętrza bardzo estetyczne, dużo win.
Atmosfera genialna.
A jedzenie świetne.
Tym razem padło na pastę- którą lubimy oceniać że względu na pracę w gastronomii.

Świetnie wykonany makaron, jak zapewnia menu, wykonany przez kucharzy.
Podany idealnie Al dente.
Świetne kompozycje sosów.
Ceny rynkowe, bez zaskoczeń.
Naszą kelnerką była chyba Klaudia pozdrawiam i dziękuję 😊"
"('The Spaghetti', '4')",4.0,Bardzo fajne miejsce Podczas naszego pobytu wpadliśmy tam dwa razy. Bardzo dobra pizza oraz makarony. Miła obsługa. Polecam
"('The Spaghetti', '40')",3.0,"Kolacja Byliśmy na kolacji we dwoje. Wystrój restauracji super romantyczny, obsługa perfekcyjna i niezwykle miła, natomiast czas oczekiwania na dania i jakość dan pozostawia wiele do życzenia. Makaron niedogotowany (nie mylić z al dente),a ciasto pizzy niedopieczone. Czekaliśmy na zamówienie prawie 35 min, być może dlatego taka jakość dan. Poza tym obsługa od razu zwraca się w języku angielskim, chociaż jesteśmy w Polsce i my również jesteśmy Polakami. To minus."
"('The Spaghetti', '46')",5.0,"Miejsce do którego warto wracać Byliśmy z dziewczyną rok temu w sylwestra, całkiem przypadkiem..
Przyjęto nas bardzo miło i otwarcie. Stwierdziliśmy, że wrócimy..Wróciliśmy na walentynki i nie zawiedliśmy się. Obsługa Pana Michała to majstersztyk. Od tego człowieka emanuje ciepło i serdeczność oraz brak nachalnego podejścia do klienta. Prócz smaku, który nas urzekł, Pan Michał sprawił, że ten wieczór był jednym z lepszych na gastronomicznej mapie. 
Z ręką na sercu będziemy polecać to miejsce, i gdy tylko uda Nam się wrócić do Krakowa, z pewnością wrócimy do The Spaghetti. 
Dziękujemy, 
Mikołaj i Martyna"
"('The Spaghetti', '6')",1.0,"Zimne i małe dania Nie polecam tej restauracji, wybrałem się z żoną na włoski obiad, oboje szukaliśmy dobrej pasty. Dostaliśmy zimne i małe porcje, na moim spaghetti bolognese ser nawet nie zaczął się rozpuszczać. Jedyna zaletą tych dań jest makaron i widok na Stary Rynek... Najeść tutaj się nie da, za to opróżnić portfel jak najbardziej tak"
"('The Spaghetti', '7')",5.0,"Fajne miejsce na Starym Rynku Bardzo dobre jedzenie, profesjonalna i fachowa obsluga. Przystępne  ceny i świetna lokalizacja. Na pewno tu wrócę"
"('The Spaghetti', '8')",4.0,"Makaron idealnie al dente!  Szczerze polecam przystawkę - bruschetta z szynką parmeńska. Makarony, które spróbowaliśmy były idealnie ugotowane. Do pełni szczęścia zabrakło jednolitej obsługi kelnerskiej i wcześniejszej informacji o czasie oczekiwania na danie główne. Z ogródka idealnie widać sukiennice co sprzyja romantycznej kolacji, w środku natomiast jest bardzo dużo miejsca dla zorganizowanych grup :) "
"('The Spaghetti', '91')",5.0,"Genialne domowe makarony Przyjaciółka zabrała mnie na kolację urodzinową i jestem zachwycona! Genialny domowy makaron, przepyszny krem z buraka. Kelner (jeśli dobrze pamiętam Piotr, taki z brodą) idealnie dobrał wino do dań. Naprawdę dobra obsługa, tak trzymać. Czas oczekiwania normalny jak na restauracje na rynku. Z pewnością wrócę i to nie raz."
"('The Spaghetti', '94')",3.0,"z przykrością stwierdzam... w przedświąteczny weekend odwiedziła nas rodzinka. starym zwyczajem poszliśmy do jednej z naszych ulubionych retauracji The Spagetti, zamówienie przyszło razem (mimo 6os dorosłych i 2 dzieci), niestety makarony nie były świeże ani doprawione, pizza świeża, ale też bez smaku. Obsługa ok, ale co raz mniej polaków 
szkoda bo już tam raczej nie pójdziemy z całą rodzinką, może za jakiś czas pójdę z żoną kontrolnie, ale jak to się mówi... ""niesmak pozostaje"""
"('Tivoli Restauracja', '0')",5.0,"PYCHA Cisza, spokój... nie daleko Rynku. Ceny bardzo przyzwoite. jedzenie bardzo dobre , proste menu. Miła i pomocna obsługa.
Zamówiłam krem z pomidorów oraz bułeczki czosnkowe - rewelacja. Niestety nie mają menu deserów. Ale w ofercie jest kawa latte z syropem waniliowym i bitą śmietaną. Gorąco polecam"
"('Tivoli Restauracja', '1')",3.0,"Można odwiedzić Włoska restauracja, rozsądnie skomponowane menu i szybka obsługa. Krem z pomidorów czy bruschetta bardzo dobre. Spaghetti bolognese czy carbonara też na niezłym poziomie. Niestety lasagne „położone” przez bardzo kiepski ser. Mimo wszystko - należy zajrzeć, bo jest nieźle :)"
"('Tivoli Restauracja', '19')",5.0,"Przepyszna pizza 🍕 Weszliśmy zupełnie przypadkiem, bez czytania opinii. Menu zachęca dużą różnorodnością pizzy i makaronów. Zamówiliśmy 3 pizze: mięsną, salami i margarite. Czas oczekiwania długi - pewnie około 40 minut, ale warto! Pizza świeżo wyciągnięta z pieca, bardzo gorąca. Bardzo dużo składników (a nie dwie oliwki czy salami), ciasto cienkie, smaczne. Pizza bardzo sycąca, bardzo dobra. Cena ok, nie jest wygórowana. Polecam zajść tam, jeżeli chce się zjeść bardzo dobrą pizzę w Krakowie. Jeszcze muszę spróbować makaronów 😉"
"('Tivoli Restauracja', '2')",5.0,"Kolacja po kokardę  Bardzo miły ogródek nawet w lutym jest ciepło. Wzięliśmy przystawki i drugie danie i to był błąd. Porcje są tak duże że ledwo daliśmy radę zjeść. Dobra brusceta chlebek czosnkowy miał mało czosnku. Carbonara rewelacyjna, caneloni również. Winko wytrawne ok. Całość na piątkę z plusem. Ceny bardzo przystępne. "
"('Tivoli Restauracja', '22')",2.0,"Najgorsza pizza w życiu Tragiczna pizza, tłusta, gumowa chyba najgorsza jaką jadłem w życiu... Hitem jest olej rzepakowy zamiast oliwy w karafce do pizzy - wstyd!
Bruschetta bardzo dobra w smaku ale zrobiona na najtańszym chlebie tostowym. 
Niestety wielki zawód bo byłem w tej restauracji 2 lata wcześniej i pizza była pyszna. Obecnie lepiej omijać z daleka."
"('Tivoli Restauracja', '24')",4.0,"Bardzo dobre jedzenie Bardzo dobre jedzenie w szczególności pene z kurczakiem i szpinakiem, co prawda trzeba było długo czekać (ok. 40min), ale był to długi weekend majowy więc wybaczone."
"('Tivoli Restauracja', '26')",3.0,"Carbonara pyszna, długi czas oczekiwania  Carbonara przepyszna lecz strasznie długo musieliśmy na nią czekać. Stoliki na zewnątrz ciasne i małe. "
"('Tivoli Restauracja', '27')",1.0,"Nie polecam Jak dla mnie porażka. Zupę dostaliśmy po 35min czekania, a pizzę po 45 i była to najgorsza pizza jaka jadłam, a jadłam ich naprawdę wiele na całym świecie. Nigdy nie pisze ocen, ale byłam tak rozczarowana czasem oczekiwania i jakością potraw, ze musiałam
Napisać ta ocenę.  Ogólnie nie polecam"
"('Tivoli Restauracja', '4')",5.0,"Kolacja sobotnia Rozsądne ceny,super jedzenie,rewelacyjna obsługa.Lokal godny polecenia.Na pewno nie raz jeszcze wrócę."
"('Tivoli Restauracja', '5')",5.0,"Polecam Bardzo klimatyczne miejsce, ogródek zimowy ogrzewany sprawił miłą atmosferę.
Pizza pyszyszna, lasagne rewelacja. Ceny ok."
"('Tivoli Restauracja', '8')",3.0,"Jest ok Jedzenie poprawne , obsługa tez , spokojnie można przyjść i zjeść coś . Bardzo dobra sałatka z tuńczykiem - polecam"
"('Tomasza 20 Resto Bar', '1')",5.0,"Dobra atmosfera Bardzo dobrze będę wspominać wizytę w tym lokalu, zamówione żeberka były bardzo pyszne, tak samo jak i piwo zamówione do obiadu, obsługa miła i pomocna czyli taka jak powinna być, polecam"
